Date,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
2015-12-04,2250,687,1226,31,418,1453,842,399,400,544,3200,268,1287,1199,2221,21,1745,292,1865,1629,649,4065,912,22821,267,497,303,656,228,57,2095,173,635,744,48,307,634,52,3,113,192,15,113,164,389,201,513,131,1678,481,303,797,1207,492,1058,275,746,4134,1122,1972,2403,793,5901,4487,50,10297,393,1418,7322,2899,564,196,2358,4020,188,3359,33844,1374,2434,16857,1287,8735,4546,556,1569,2289,500,118,612,1168,3638,953,12834,804,372,1685,806,699,520,256
2015-12-05,1313,492,454,15,317,842,508,364,538,413,3000,202,963,890,1734,23,1261,98,1415,1331,692,3849,481,21155,263,338,324,540,189,56,2109,153,399,389,42,348,422,39,5,57,136,34,79,122,250,183,527,90,1504,417,292,664,889,404,813,259,659,3350,1034,1860,2237,864,4717,7049,36,7065,402,1883,4451,2789,361,128,1835,4314,328,3091,29472,1206,2137,10242,1114,7601,2246,459,1562,2474,492,101,486,1199,2810,696,10674,927,309,2120,563,1086,438,229
2015-12-06,1341,604,471,12,303,1565,614,342,385,435,3257,198,813,1068,1872,20,1289,151,1470,1430,629,3754,470,22968,249,333,368,732,173,50,1734,137,368,402,54,310,460,23,11,69,153,26,106,148,257,172,498,89,1463,340,258,724,975,493,918,253,648,3519,1463,1982,3134,730,5210,6993,33,6290,416,1458,4696,2717,300,209,2184,4219,221,3144,29507,1266,1972,18829,1153,7928,2667,485,1736,2546,488,87,496,1173,3309,1077,9614,979,294,1481,690,1065,414,223
2015-12-07,1905,763,1363,10,420,1559,869,465,488,534,5566,255,1103,1249,2642,13,1461,114,2886,1679,639,3976,958,25106,388,571,374,991,294,79,3855,193,584,551,81,441,663,49,4,100,182,21,130,207,326,226,533,92,1568,430,234,1015,1237,657,1143,295,771,4613,25776,2850,2876,829,6034,4803,38,8815,470,1593,6129,2572,435,290,2405,4530,191,5494,31540,1512,2613,33409,1295,8937,5711,626,2331,2779,493,177,653,1354,4107,1042,12273,987,349,1844,892,1382,522,265
2015-12-08,3160,913,1362,18,400,1615,850,395,503,505,4757,311,1366,1095,2563,39,2035,138,2592,1772,479,3823,1003,20764,475,829,397,1027,266,35,5281,174,2437,578,74,431,1283,38,8,199,167,18,137,597,247,148,529,115,1432,399,240,900,1252,638,1260,315,763,4384,17791,3118,2474,850,5974,5464,40,6652,425,1485,5405,2669,451,208,2244,4439,210,5181,28105,1226,2620,20479,1402,10029,5950,847,2421,2529,763,157,582,1300,4015,1010,12648,935,387,1540,918,1624,559,270
2015-12-09,1812,898,1466,10,435,1611,845,377,514,606,4229,325,1135,1055,2623,43,1554,124,3307,2325,390,4129,980,19380,366,923,416,1425,303,59,3927,179,1475,598,52,332,1375,29,7,123,177,21,143,1128,255,126,480,106,1398,334,304,866,1203,530,1043,310,819,4270,8396,3118,2318,750,5756,4077,40,5038,513,1306,4797,2673,473,203,2518,4370,167,5856,28286,1369,2379,20040,2212,23500,5883,921,2438,2590,468,148,685,1233,4039,1180,13725,925,1007,1619,888,1069,516,330
2015-12-10,1764,713,1382,19,485,1478,952,408,502,481,4167,292,851,1115,2379,27,1209,123,3114,1557,379,3960,1010,20931,383,882,376,1891,680,60,3476,161,887,713,67,272,1477,51,8,105,176,18,133,1242,207,153,530,117,1526,321,339,886,1186,561,1073,288,662,4479,6570,5085,2300,780,5161,3868,42,4063,527,1158,4605,2821,445,163,2695,4194,200,4587,27173,1446,2278,18037,1699,13766,5498,1747,2302,2357,417,147,689,1153,4177,1089,11406,876,478,1588,833,1246,432,296
2015-12-11,1517,687,1121,18,440,1345,885,358,408,508,3971,233,1404,1159,2068,16,1702,95,2692,1540,381,4336,1181,22138,700,989,508,1171,704,45,15193,144,829,712,55,314,2063,24,5,81,164,30,125,766,220,144,559,118,1259,324,319,813,1069,537,951,292,760,4196,4863,4092,2217,772,5549,3478,41,3595,484,1083,4366,2775,443,237,2234,4534,173,4080,24995,1252,2303,15930,1294,9347,4789,1442,2333,2361,517,127,515,1185,3607,841,9617,950,374,1338,725,1034,450,255
2015-12-12,1237,475,501,13,262,869,566,239,358,385,3644,250,1031,1174,1394,20,1296,84,1864,1330,303,4744,934,22180,455,579,458,883,493,48,5743,189,855,447,43,257,1064,49,7,70,120,28,120,271,148,109,1060,104,1924,352,639,729,926,419,917,277,679,3411,3714,2961,1918,696,4937,2985,36,3707,379,787,3633,2269,331,130,1759,4426,266,3873,21762,1134,1809,11157,1226,7948,2218,704,1836,2390,366,178,502,1037,2667,776,7573,898,301,1193,508,1187,434,210
2015-12-13,1334,574,513,16,274,1019,636,336,314,453,4318,282,1015,1079,1697,15,1238,91,1702,1332,325,4509,912,22577,357,609,426,1673,896,57,2908,243,686,406,67,307,918,26,11,106,120,47,153,224,116,147,1020,74,1802,408,630,800,1005,475,1000,263,596,3914,3553,2965,2821,661,4541,3042,52,3040,421,1659,4109,2543,315,164,1955,4176,212,3759,29709,1333,1814,12822,1205,8401,2644,573,1793,2375,433,116,493,1415,3175,973,9255,959,365,1101,686,3721,495,206
2015-12-14,1529,729,1376,17,450,1465,984,398,452,563,4488,266,1595,1084,2106,22,1912,109,2742,1653,350,4509,1148,25404,481,884,777,1732,589,47,3290,254,1092,533,86,332,1333,40,4,106,191,38,175,1594,165,160,741,113,1752,411,497,1119,1467,706,1656,329,652,4413,3704,3648,2698,762,7072,3154,25,3754,516,1205,5329,2422,421,179,2036,4437,205,3862,31905,1619,2469,17033,1537,8626,5525,559,2201,2585,455,136,548,1511,3931,1370,13416,931,367,1206,802,1926,730,319
2015-12-15,1388,769,1320,6,585,1487,948,391,410,476,4023,234,1067,1067,2020,28,1305,109,2565,1885,376,4506,847,20814,398,745,613,1323,290,79,2612,185,4528,511,77,409,1198,54,7,115,167,50,154,489,212,144,734,105,1545,359,420,954,1300,590,1437,294,724,4218,3341,3686,2342,854,9312,3028,31,2816,496,1112,5084,2413,357,270,2269,4132,199,5281,72753,1402,2260,15793,1437,8126,5391,606,2185,2587,417,158,551,1424,3934,1127,11182,1115,280,1227,744,1308,745,491
2015-12-16,1596,802,1365,36,385,1337,976,402,470,442,3700,242,1000,1210,1902,26,1249,130,4272,1791,391,4021,1188,20938,401,1172,606,1789,231,80,2365,221,2788,472,73,407,2129,30,11,103,157,51,182,263,155,316,592,91,1416,356,337,930,1121,600,1146,263,637,4089,3065,3548,2898,743,7235,3121,38,2596,497,1096,4706,2548,343,170,2214,4194,158,6002,33635,1192,2230,15410,1656,11504,5570,632,2388,3290,426,154,450,1735,3920,976,10957,983,312,1155,829,914,801,570
2015-12-17,1601,716,1308,12,362,1331,717,337,353,499,3255,219,1436,1194,1884,17,1655,100,2874,1383,344,3802,1007,21998,412,707,447,1895,203,60,2380,349,1448,471,65,336,1023,26,23,93,124,25,142,211,245,329,674,82,1311,351,300,820,1006,403,858,274,624,4094,2654,3318,2840,722,6800,2934,32,2999,455,1010,4367,2607,370,146,2017,3980,146,4335,31987,1266,2105,14317,1233,7816,5563,496,3623,5421,410,106,491,1884,3436,928,13067,1053,301,1112,835,767,519,275
2015-12-18,1608,704,1013,20,270,984,616,301,338,373,3137,223,1271,1147,1530,27,1511,85,2840,1433,287,3649,694,23434,487,706,577,960,199,47,2002,199,966,477,49,453,724,24,7,81,163,62,142,155,160,154,519,95,1199,317,251,751,849,408,886,238,668,3557,2568,4005,2427,767,7547,2626,33,2548,437,965,3967,2609,344,186,2127,3892,160,3510,25645,1156,1870,11620,1073,6241,3976,432,4084,3667,450,97,494,2292,3080,908,8582,959,250,1067,599,781,509,265
2015-12-19,1249,386,394,9,221,642,508,276,360,319,3116,195,817,912,1159,28,1318,696,2004,1122,258,3609,576,23006,463,483,459,754,168,49,1869,278,851,344,28,311,539,22,9,80,101,33,93,109,147,146,431,80,1091,310,194,715,994,401,690,210,611,2971,2197,3052,1993,1142,5316,2458,31,2139,393,1647,3378,3022,291,100,1788,3656,273,2955,21472,935,1819,9752,1028,5763,1654,392,3024,3202,391,82,352,2186,2458,775,6096,822,201,919,536,1013,429,164
2015-12-20,1260,407,407,18,246,798,464,250,241,337,3515,169,829,871,1197,15,1059,120,3806,1139,370,3350,764,26077,395,738,858,2465,194,47,1689,337,814,310,55,304,661,17,6,83,106,46,137,134,151,171,452,48,1203,248,311,640,925,395,696,222,581,3100,2285,3559,3110,809,4571,2536,32,2213,441,915,3438,2500,249,210,1801,3941,157,2797,20090,993,1615,11349,919,5740,1992,457,2532,2879,397,93,346,2312,2900,826,6303,751,190,782,498,704,444,165
2015-12-21,1272,626,964,15,299,951,585,333,264,385,3775,233,457,1026,1337,17,684,76,4764,1174,353,3803,885,29227,776,783,726,1685,236,68,2319,291,1226,474,88,358,808,36,6,95,164,40,157,166,164,189,499,80,1270,375,248,777,996,474,772,207,1164,4057,2360,4468,2845,739,5059,2619,31,2367,523,916,5369,2901,303,588,2497,4700,165,3013,22844,1141,2079,10971,1342,6541,4297,637,3257,3356,407,133,567,2824,3255,892,7633,949,376,1014,590,621,475,244
2015-12-22,1293,482,1026,33,285,802,680,304,301,363,4632,208,401,1032,1178,25,628,196,5013,1297,419,3816,993,27497,671,732,604,809,189,86,2238,263,1142,434,78,478,753,17,6,89,139,43,480,163,143,157,556,76,1235,296,296,878,1666,573,1127,353,677,3842,2183,4645,2550,678,4678,2931,37,2519,476,825,4739,3093,320,369,2394,4234,135,3066,23749,1563,1942,11586,1005,5494,4506,381,3333,3213,366,108,739,2262,2908,870,9913,920,262,1537,534,572,561,257
2015-12-23,1260,438,869,24,238,732,510,300,287,336,4282,229,420,953,1094,20,677,113,3858,1424,351,3675,560,26352,555,686,471,732,185,63,1880,265,951,444,78,377,779,25,3,91,140,29,203,148,146,174,372,72,1093,289,240,726,1201,452,912,261,577,3707,2191,4350,2570,801,4469,2789,40,2131,472,788,4262,2903,332,227,2157,3650,139,3307,20037,1521,1803,10045,914,5342,3743,353,3227,3354,394,173,727,1946,2851,848,8010,825,527,1144,676,563,588,269
2015-12-24,1148,391,500,18,182,642,374,225,248,313,3330,180,344,816,856,14,505,81,2670,1035,280,3555,321,26244,439,422,354,441,157,61,1559,259,797,373,39,228,475,11,9,71,150,19,114,93,150,139,347,77,978,294,211,544,883,370,686,185,583,3004,1936,3633,1809,632,3875,2297,46,1775,428,610,3406,2772,293,163,1970,3333,144,2488,30367,1350,1474,7553,798,4253,2235,239,3650,3085,380,139,498,1672,3075,621,6170,690,731,779,428,572,368,175
2015-12-25,843,270,292,12,212,558,443,283,265,310,2756,143,346,655,718,9,528,104,2325,969,290,3262,273,22664,300,242,396,369,160,53,1115,313,538,562,34,219,302,18,3,58,126,21,125,81,134,95,334,77,847,226,185,461,645,298,550,164,427,3048,1518,3104,1512,554,3047,1969,28,1558,336,552,3181,2510,172,92,1687,3108,116,2427,15244,1041,1424,5874,844,3572,1260,531,3585,2812,278,64,348,1418,2106,840,4595,707,308,647,400,427,308,178
2015-12-26,918,335,329,10,222,612,554,241,257,336,3141,165,344,841,803,11,486,77,2789,941,291,3351,363,31965,369,357,387,348,150,40,1360,662,649,671,47,591,371,16,8,104,149,26,138,96,126,175,410,109,1044,249,209,569,755,355,715,233,461,3147,1847,3913,1721,604,3146,2244,30,1798,402,620,3676,2698,211,142,2078,3781,260,2640,15660,1345,1569,6463,965,4412,1437,726,3881,3207,366,59,404,1517,2408,911,5531,1503,210,761,1134,422,359,185
2015-12-27,940,419,408,22,233,820,528,240,265,344,3287,211,442,864,984,5,554,103,3052,1103,380,3503,456,34513,360,452,623,364,163,91,1053,462,589,689,69,406,441,44,3,70,118,34,178,122,140,182,392,84,1089,271,244,596,819,350,737,253,554,3228,1988,4804,1918,678,3499,2272,33,2048,484,810,3975,3088,217,146,2435,4387,199,2683,19423,1524,1645,6668,1177,5424,1674,573,3258,3183,379,78,360,1773,2807,1371,6636,1638,236,830,471,537,449,195
2015-12-28,1329,464,816,22,235,891,489,271,302,378,3558,248,451,886,1165,14,619,110,3478,1216,471,3884,740,38984,417,573,791,441,159,67,1714,630,916,746,128,660,591,35,5,119,134,40,175,159,140,221,478,121,1291,328,235,952,1022,523,848,254,575,4011,2470,5776,2150,756,4126,2475,38,2385,599,738,5847,3238,310,149,2414,4387,218,3100,19324,1741,1864,7900,1353,6160,3222,457,4570,3505,398,116,477,2329,3136,1199,7300,1634,244,988,615,738,464,228
2015-12-29,1287,498,755,31,238,1144,523,354,326,472,3354,224,461,967,1148,13,676,106,3288,1363,349,4052,639,32860,396,609,695,523,174,101,1892,561,890,732,107,575,678,37,10,134,205,38,188,160,200,215,445,100,1170,338,297,852,984,487,817,278,655,4017,2498,5948,2063,718,5759,3125,38,2042,563,834,5732,2989,320,113,2518,4405,174,2929,17925,1566,1734,8926,1298,6049,3382,377,4818,3645,410,104,536,2055,3121,1010,7707,1253,216,1004,539,1087,465,233
2015-12-30,1304,479,768,21,295,898,543,309,335,410,3431,251,459,1010,1229,16,662,102,3463,1322,366,3990,666,32783,487,638,669,414,175,61,1953,554,755,677,117,649,770,43,7,115,168,45,186,164,180,196,406,88,1152,304,266,892,1283,489,839,273,574,3879,2475,5997,2207,712,5622,2786,39,2022,598,884,5813,2993,350,180,2545,4720,886,3209,17259,1540,1920,9101,1093,5608,3265,313,4995,3655,443,106,840,1948,3202,998,7805,1016,274,996,520,1001,545,385
2015-12-31,1094,426,506,26,263,835,477,321,246,348,4031,290,435,860,1005,7,658,87,2670,1251,340,3160,567,32082,399,577,458,385,145,58,1705,604,971,570,122,719,582,35,7,116,200,44,163,161,155,180,385,95,1062,279,210,764,1053,501,866,240,552,3690,2164,4914,1938,826,5701,2298,28,1968,582,635,4173,2728,329,113,2315,4229,228,2813,15320,1338,2050,7975,1017,4514,2162,301,3933,3227,413,158,597,1871,2734,775,7138,1020,547,1002,430,604,445,280
2016-01-01,1169,356,307,25,203,795,559,605,257,382,8929,266,432,767,1182,17,643,82,2514,1288,335,3186,790,31236,396,423,657,470,167,89,1784,448,1161,547,268,514,562,40,3,153,191,39,206,124,155,198,455,100,1032,349,237,845,1219,431,1059,360,547,3386,2441,5679,1979,699,4662,2607,43,1839,572,615,3570,2579,321,133,2304,4249,341,2675,15393,1194,1719,12619,1352,4981,1452,276,3867,3383,464,96,884,2232,2522,828,5661,948,408,823,446,708,407,178
2016-01-02,1189,496,316,17,256,896,549,323,328,414,7648,237,628,788,1268,2,877,71,2924,1336,273,3784,760,31410,515,541,728,472,173,105,1963,796,1074,772,255,1139,569,44,10,147,178,36,199,111,158,267,446,122,1105,330,262,928,1198,519,1006,297,626,3733,2752,7541,2060,977,5189,3237,32,1988,618,997,9351,2916,296,319,2633,5301,498,2944,19669,1386,1728,9413,1634,5845,1598,337,9588,4992,497,86,711,2063,3116,943,6958,1151,428,1028,535,819,673,209
2016-01-03,1267,446,334,38,305,1007,678,328,322,410,5708,222,453,895,1374,10,664,94,5280,1384,387,3832,798,32073,416,630,967,422,161,68,1739,504,662,803,334,999,638,44,11,158,165,31,245,181,208,223,468,115,1149,343,324,910,1144,561,948,296,584,3610,3104,8574,2074,1063,4080,3061,28,2883,684,1176,9614,3001,265,165,2925,5070,352,2969,15547,1647,1876,8563,1876,6480,2079,358,9679,4583,499,113,577,2023,3466,913,7949,1155,522,1080,797,1120,614,241
2016-01-04,1372,563,1054,17,406,1404,671,382,350,501,5054,194,550,1025,1478,5,771,141,6560,1627,483,4059,1013,33173,547,985,1339,657,201,121,2750,876,862,1131,720,1328,1223,77,9,269,202,52,296,263,251,342,496,148,1406,375,257,1238,1476,665,1291,347,696,5080,3722,10513,3226,1596,4735,3338,42,2670,711,1277,9669,2841,317,146,3123,5672,329,2946,16119,1583,2566,11207,2730,7722,5612,426,11175,4255,542,106,627,2695,4059,1010,9267,1192,555,1538,1234,1633,575,286
2016-01-05,1376,826,1333,15,428,1636,882,459,353,567,4841,257,581,1137,104016,19,808,133,7698,1776,426,4022,1058,27220,568,921,1223,595,202,123,2685,1136,768,1344,402,1514,1156,50,8,217,233,57,313,209,244,387,451,178,1371,342,314,1254,1430,658,1377,377,653,4982,3182,9122,4326,16235,5246,3511,37,3300,748,1016,6592,2704,406,210,3019,5650,301,3068,16539,1542,2526,13413,3559,7320,6494,687,8104,3965,632,136,609,2295,4035,1052,11314,1061,584,1386,1132,858,561,327
2016-01-06,1541,739,1246,46,520,1294,797,457,499,596,4399,229,665,1202,3490,11,868,119,8808,1717,422,4213,956,26230,507,960,1118,588,171,100,3021,768,706,1268,316,1475,1091,70,7,252,226,49,291,220,227,330,520,174,1186,347,264,1410,1527,646,1332,358,712,5466,3595,9057,3783,15274,5788,3538,47,3266,807,1003,5265,2999,434,242,2959,4817,292,3038,15602,1568,2748,12915,3728,7242,6367,638,6829,3554,619,139,622,2018,4700,1148,10610,1072,1211,1415,1020,893,461,306
2016-01-07,1410,704,1310,31,421,1295,769,408,422,459,4033,276,574,1165,1840,20,833,149,9581,1811,408,3985,949,26303,726,923,1345,573,222,138,3079,497,830,1680,257,1087,972,47,10,247,203,84,297,188,334,258,463,215,1363,361,274,1234,1364,570,1170,342,1095,5593,3031,9664,3031,7039,4971,3227,34,2851,611,955,5194,3297,380,269,3186,4565,240,3105,16793,1376,2717,14705,3112,6673,5983,444,6193,3481,927,162,989,1733,4462,993,11256,857,1095,1498,945,1122,617,435
2016-01-08,1456,710,1107,21,372,1345,778,459,447,551,3799,266,505,1096,1719,15,862,151,8461,1541,413,3823,1263,23245,772,837,1431,529,213,115,2582,319,826,1615,206,843,921,30,12,150,141,82,247,207,275,224,480,271,1287,401,266,1192,1403,565,1062,408,829,4977,3386,10695,2764,6065,5764,3558,29,3001,684,950,5543,3214,396,179,3357,4896,246,3324,15766,1312,2545,14348,2516,6109,5209,307,5986,3370,1615,137,582,1646,4184,1002,10088,938,438,1228,862,2200,449,316
2016-01-09,1181,506,447,28,252,2382,608,277,332,489,3628,194,457,927,1430,20,675,77,5867,1489,365,3794,377,23265,691,590,1294,402,147,115,1752,257,726,1084,185,540,619,36,9,141,194,48,174,118,218,118,458,172,1068,308,248,974,1135,459,947,280,812,3439,3075,8808,3269,4941,4475,3323,41,2354,620,793,3924,2945,265,135,2836,4885,190,3082,12602,1413,1891,10192,2323,6060,2117,276,5186,3574,1369,87,452,1539,3383,907,7317,966,316,1256,695,5439,457,190
2016-01-10,1477,632,487,17,309,6108,980,333,459,541,3334,240,627,951,1737,21,709,95,6186,1576,377,3721,710,24377,641,663,1790,423,189,89,2271,296,621,1050,176,533,660,60,12,182,197,45,213,128,240,180,416,171,947,271,209,1112,1228,528,1151,338,692,3454,3318,12099,3009,4503,4202,2936,79,2452,607,1054,3936,2802,326,165,3494,5035,176,2937,12361,1505,2198,11134,2553,7989,2552,280,4643,3407,968,79,442,1678,3726,1101,7926,851,294,1186,1415,3780,465,210
2016-01-11,1507,745,1408,9,369,1411,948,408,478,542,3054,244,588,1063,2072,10,883,136,9243,1887,510,4191,994,23765,924,1076,2301,587,215,107,3311,280,960,1458,317,568,1112,46,4,240,163,51,298,240,267,226,628,180,1309,360,272,1267,1411,674,1257,417,809,4660,4905,42546,3233,4520,5106,3240,21,2326,623,1038,4871,2893,399,205,10279,9173,171,3002,12719,1929,2746,14995,3027,8354,5921,311,6129,3491,58617,104,578,1762,4148,1134,10981,930,345,1251,1825,8908,701,313
2016-01-12,1495,730,1337,16,513,1422,939,457,453,501,3126,262,682,1061,1815,14,1099,143,9700,1934,459,4206,1122,18518,766,1278,2548,613,305,93,3470,242,1029,1359,359,598,1151,60,8,209,150,50,266,225,250,216,481,181,1156,327,220,1154,1428,616,1246,362,1063,4407,3702,18297,3205,4006,4823,3071,45,2221,933,1067,4685,2516,412,217,5422,6847,215,3206,14240,1457,2738,15131,3191,7407,5952,279,5864,3306,44881,164,493,1738,4352,1306,12042,851,298,1253,1282,2866,513,395
2016-01-13,1405,796,1548,21,400,1480,968,415,405,683,3050,228,685,985,1872,12,908,162,12863,1772,391,3941,875,16741,807,1435,2610,676,209,96,2452,236,792,1223,318,610,1192,50,12,214,200,57,244,195,296,167,470,154,1356,413,269,1164,1372,675,1694,397,847,4465,3420,17601,3775,3152,4646,2977,29,2112,627,1005,4474,2541,392,226,4521,6253,278,3076,15152,1261,2759,14164,3193,7297,6116,238,6250,3254,23430,174,498,1407,4607,1003,11452,753,288,1150,1264,1352,492,379
2016-01-14,1344,819,1385,17,422,1639,898,483,506,568,2890,222,657,945,1804,20,987,153,15271,1808,489,3849,1003,17958,819,1287,4007,488,182,91,2280,265,828,2012,359,540,1380,59,5,189,164,52,308,226,158,191,421,225,1563,369,224,1311,1417,576,1428,363,942,4341,4112,209354,3232,2923,4875,3272,49,2169,668,959,4306,2736,414,209,13360,19484,229,3017,64271,1418,2490,14320,2722,6147,5974,266,6305,3179,17640,243,670,1543,3916,1012,11793,7500,277,1331,1259,4846,439,316
2016-01-15,1522,618,1597,12,425,1307,845,402,414,539,2635,210,597,966,1674,20,782,135,24829,1536,406,3663,829,17327,724,1406,12014,486,205,98,3083,198,796,2077,287,424,1875,51,7,179,170,59,230,181,256,233,375,188,1214,292,216,1042,1362,535,1252,322,1277,3889,3765,78265,2524,3166,4945,3059,52,2210,547,1025,4361,2412,455,168,9211,13446,180,3028,62906,1179,2097,14383,2340,5473,4899,241,6289,2836,14404,213,516,1506,3612,912,9779,5761,283,1151,1027,6316,479,292
